sentence,sentiment,topic
lớp học quá đông !,0.0,1
"môn căn bản mà thầy không dạy cho sinh viên kỹ , gây không hiểu , mất căn bản .",0.0,1
"giảng viên chưa cho bài tập về nhà để sinh viên làm nên cho 5 bài mỗi chương , không cần chữa chỉ cần đáp án .",0.0,0
"mà hiện tại trường ta chưa có , đây là thiệt thòi lớn đối với tụi em .",0.0,1
tôi cảm thấy giảng viên dạy rất tốt .,2.0,0
"không biết thầy nào dạy chính thức , mà học thường nghỉ không thông báo trước để sinh viên đứng chờ sắp hết tiết rồi tự về nhiều lần .",0.0,0
cần có sự tương tác giữa giảng viên và sinh viên nhiều hơn .,0.0,3
giảng viên thân thiện nhiệt tình cởi mở .,2.0,0
"giáo viên có mời các công ty về trình bày , giúp sinh viên cập nhật kiến thức thực tiễn .",2.0,0
coi lại thái độ giảng viên thực hành .,0.0,0
"giảng viên nhiệt tình , giải nhiều bài tập .",2.0,0
bài giảng của thầy rất nhiệt tình .,2.0,0
"môn học chưa thực tiễn , chưa thu hút sinh viên .",0.0,1
dạy hơi nhanh !,0.0,0
ít làm bài tập .,0.0,1
"giảng bài kém thu hút , vị trí đứng giảng không hợp lý , ôn tập cuối kỳ còn chưa tập trung vào vấn đề .",0.0,0
"giảng viên nhiệt tình , bài giảng thu hút .",2.0,0
"nhờ thầy và giảng viên lý thuyết , em đã hiểu rõ về môn này rất nhiều !",2.0,0
môn này khá trừu tượng nên mong thầy có nhiều liên tưởng tới thực tiễn hơn để chúng em có thể hiểu .,0.0,1
cần thêm nhiều tài liệu cho sinh viên .,0.0,1
bài tập trên lớp .,1.0,1
tăng số tiết dạy lên để sinh viên có nhiều cơ hội hỏi đáp thắc mắc về môn học .,0.0,1
thầy nhiệt tình dễ hiểu .,2.0,0
thực hành và lý thuyết nên dạy song song .,0.0,1
giảng viên dạy nhanh .,0.0,0
bài tập trên lớp nên được giới thiệu ngay từ đầu tiết học để học sinh không tốn thời gian đọc đề cũng như có thể suy nghĩ cách giải cùng lúc với việc nghe giảng .,0.0,1
giảng viên cho bài tập hay .,2.0,0
cập nhật bài tập mới .,0.0,1
"lên lớp ai làm việc người ấy , thầy không có giảng gì thêm .",0.0,0
"tận tâm , nhiệt tình , quan tâm đến sinh viên .",2.0,0
phản hồi giải đáp thắc mắc cho sinh viên .,2.0,0
dạy quá nhanh .,0.0,0
mong ban thiết bị sớm khắc phục ạ !,0.0,2
môn này cần làm đề tài để áp dụng lý thuyết vào thực tiễn mà trên lớp chỉ học một đống lý thuyết và hiếm ai nhớ đa số khá buồn ngủ khi lên lớp .,0.0,1
"giảng viên nên đổi mới phương pháp giảng dạy , tránh thô cứng , không hấp dẫn sinh viên .",0.0,0
"nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng .",2.0,0
"cô dạy rất tận tình , dễ hiểu .",2.0,0
không đáp ứng được nhu cầu của sinh viên .,0.0,1
thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng .,2.0,0
cách giảng dạy của thầy rất hay và có phần dễ hiễu .,2.0,0
"nhiệt tình , dễ thương .",2.0,0
không hướng dẫn đồ án .,0.0,0
em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung .,0.0,1
"chép bài rất nhiều , lãng phí thời gian nghe giảng .",0.0,0
"em không học thầy wzjwz178 kỳ này , giáo viên thực hành có 2 người nên có lẽ daa nhầm .",0.0,0
đề thi môn dài sinh viên làm không đủ thời gian .,0.0,3
cho làm nhiều bài test .,0.0,0
theo em thì nên thi phòng máy nào có visual 2013 trở lên .,0.0,2
cần thêm nhiều tài liệu cho môn học .,0.0,1
thầy giảng dạy tốt .,2.0,0
mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó .,0.0,0
thầy cần cho bài tập và hướng dẫn nhiều hơn .,0.0,0
"giáo viên lên lớp đúng giờ , giảng bài sôi động .",2.0,0
em thấy thầy chỉ giảng cho có .,0.0,0
cần xác định rõ mục đích môn học và cho sinh viên đề cương chi tiết môn học trước khi bắt đầu .,0.0,1
"thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế .",2.0,0
dạy theo sát chương trình .,2.0,0
cung cấp thêm trang thiết bị phục vụ nhu cầu môn học .,0.0,2
đề nghị nâng cấp phòng lab khoa mạng .,0.0,2
"thầy giảng hay và tâm huyết , bài giảng có tính thực tiễn cao .",2.0,0
đi dạy đúng giờ .,2.0,0
"thầy cung cấp nhiều kiến thức mới , thầy dạy tận tâm và nhiệt tình !",2.0,0
có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng .,2.0,0
các yêu cầu về đồ án môn học nên đươc đưa ra chính xác trước khi sinh viên bắt đầu thực hiện chia nhóm và làm đồ án .,0.0,1
"dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâm .",2.0,0
"dạy chưa được kỹ lắm , điểm nên thoáng hơn .",0.0,0
chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp .,0.0,0
cô khá tận tâm cho học sinh .,2.0,0
"cần cải cách lại nội dung các bài thực hành , một số kiến nội dung trong bài thực hành đã trở nên lỗi thời .",0.0,1
giảng viên có khả năng truyền đạt kiến thức tốt .,2.0,0
cho làm nhiều bài tập .,0.0,0
nghiên cứu khoa học .,1.0,3
"giáo viên dạy rất tận tâm , nhiệt tình .",2.0,0
thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp !,0.0,0
chỉ thông báo trên lớp sẽ khó tránh sai sót .,0.0,3
cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ .,0.0,0
đề nghị lắp thêm quạt .,0.0,2
dạy kỹ .,2.0,0
bài tập cần đa dạng hơn .,0.0,1
nói rất nhỏ .,0.0,0
có lúc làm bài sai giáo viên nói làm hơi tự ái .,0.0,0
không sửa các bài tập thực hành .,0.0,0
em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành .,0.0,1
làm bài tập nhiều mặc dù không hiểu lắm .,0.0,1
thi thoảng nghỉ học không thông báo trên daa .,0.0,0
"thầy dạy dễ hiểu , tiết học dễ hiểu , sôi nổi .",2.0,0
"thầy giảng dạy nhiệt tình , truyền cảm .",2.0,0
"giảng dạy rất chi tiết , dễ hiểu và dễ tiếp thu .",2.0,0
truyền đạt những kiến thức tốt .,2.0,0
cô vui tính .,2.0,0
nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên .,0.0,0
cô chưa có nhiều kênh bài tập cho sinh viên .,0.0,0
bạn nào khá thì có thể áp dụng công thức vào bài tập cả lớp chưa đến 30% còn thực sự hiểu môn học thì rất ít người hiểu .,0.0,3
thầy dạy hơi nhanh .,0.0,0
ít hướng dẫn sinh viên trong giờ thực hành .,0.0,0
không thực hành được buổi nào .,0.0,3
"thầy dạy phần lý thuyết hay , nắm bắt được khả năng của sinh viên .",2.0,0
"ví dụ đề tài của em là doubledot các nguyên lý cơ bản , bao gồm 7 nguyên tắc của bohm ( 1983 ) .",1.0,3
"giáo viên nhiệt tình , dạy dễ hiểu , tận tình với sinh viên .",2.0,0
"tân tâm , nhiệt tình trong lớp lẫn bên ngoài .",2.0,0
thầy giảng dạy tận tâm nhiệt tình .,2.0,0
"thầy vui tính , giảng bài dễ hiểu , nhiệt tình .",2.0,0
thầy giáo dạy nhiệt tình .,2.0,0
"dạy dễ hiểu , gần gũi sinh viên .",2.0,0
"cô dạy rất nhiệt tình và tài liệu của cô rất cụ thể dễ hiểu , cô hướng dẫn rất tận tình .",2.0,0
mong thầy cố gắng trong các học kỳ sau .,0.0,0
cần đưa ra nhiều ví dụ minh họa hơn .,0.0,1
"giảng viên hoà đồng , vui vẻ , chỉ giảng tận tình sinh viên ham học hỏi .",2.0,0
giảng viên không dạy một tiết thực hành nào .,0.0,0
không !,1.0,3
nên có sự thống nhất giữa các giảng viên bộ môn trong đề cương giảng dạy .,0.0,0
"có những phần kiến thức chỉ một nửa lớp được học nhưng giảng viên nghĩ là cả lớp đã học rồi nên chỉ overview , những sinh viên còn lại khó nắm được .",0.0,0
máy tính cập nhật nhanh hơn .,0.0,2
"vui , hòa đồng , nhiệt tình .",2.0,0
có giúp đỡ sinh viên học tập nghiên cứu .,2.0,0
"giảng viên tận tâm , nhiệt tình , ham học hỏi .",2.0,0
"tuy nhiên cô nên cân nhắc lại về số lượng yêu cầu đối với sinh viên để sinh viên không bị khớp vì quá nhiều dẫn đến làm qua loa cho có , như vậy thì kết quả lại không tốt .",0.0,0
"cô rất tận tâm , rất ok , em rất thích cách dạy và học của cô ( mặc dù hơi nhanh tí ) .",2.0,0
mong thầy và nhà trường xem xét lại những điều em vừa nói .,0.0,0
"thầy tận tâm , nhiệt tình , tạo động lực cho sinh viên .",2.0,0
"thầy giáo tận tình , dạy kỹ , thường đưa ra câu hỏi để xem xét mức độ hiểu biết của sinh viên .",2.0,0
cần tăng cương trao đổi giữa sinh viên và giáo viên .,0.0,1
nói chung là nghe không bao giờ nghe rõ được .,0.0,3
cách truyền đạt của giáo viên chưa có sức hút đối với sinh viên nhiều cho lắm .,0.0,0
"cô giáo thân thiện dễ gần , thực hành nhiều .",2.0,0
chưa tiếp thu trọn vẹn .,0.0,0
cần cải tiến trang thiết thực hành .,0.0,2
giảng kỹ hơn .,0.0,0
còn hơi kéo thời gian .,0.0,0
có nhiều bài tập về nhà cơ bản lẫn nâng cao và giảng viên sửa bài đủ .,2.0,0
thầy rất hiền và kiên trì giảng dạy cho lớp mặc dù môn học này đối với em không được hứng thú lắm .,0.0,0
đôi lúc giảng bài hơi nhanh .,0.0,0
có một số buổi không đi dạy .,0.0,0
thầy nhiệt tình và dạy dễ hiểu .,2.0,0
"có kiến thức nền tảng này , sinh viên có thể học thêm bất kỳ công nghệ cụ thể nào đó dễ dàng , cũng như tiếp thu thay đổi công nghệ mới nhanh chóng .",2.0,3
"cấu trúc đề cương của thầy chưa rõ ràng , lý thuyết chưa được trình bày rõ trong các buổi học .",0.0,1
tài liệu hỗ trợ toàn tiếng anh rất khó học .,0.0,1
chưa nhận được gì từ môn học này .,0.0,3
"giảng viên không hề giảng dạy , chỉ đưa đề cương rồi thôi .",0.0,0
bài tập mỗi tuần đều có và đầy đủ .,2.0,1
em xin cảm ơn .,2.0,3
thầy cần phải cho sinh viên biết được học môn này có tác dụng gì và làm được gì khi học xong .,0.0,0
đề nghị tăng thời gian thưc hành .,0.0,1
không được làm những chuyện riêng trong lúc dạy thực hành .,0.0,0
hỗ trợ thêm giáo trình không phải slide cho sinh viên .,0.0,2
cô wzjwz259 rất vui và nhiệt tình .,2.0,0
"giáo viện nhiệt tình , tận tâm .",2.0,0
"kiến thức được giảng viên trình bày rõ ràng , dễ hiểu cho sinh viên .",2.0,1
cần thêm nhiều kit để thực hành .,0.0,2
dạy khó hiểu quá nhanh .,0.0,0
"luôn gần gũi , tham khảo ý kiến sinh viên và thống nhất cũng sinh viên .",2.0,0
sắp xếp lịch học bù chưa hợp lý .,0.0,1
"nhà trường nên đưa môn học này vào thời khóa biểu bắt buộc ở học kỳ 1 của các sinh viên năm nhất nhằm giúp các em nắm biết được mình nên học gì , mình có nên chuyển đổi ngành hay không .",0.0,1
thời gian thực hành cần nhiều hơn .,0.0,1
giảng viên rất nhiệt tình trong giảng dạy .,2.0,0
slide chuẩn bị chưa tốt .,0.0,1
thầy hay đòi hỏi sinh viên những điều hơi quá cao .,0.0,0
cô giảng hướng dẫn nhiệt tình .,2.0,0
"chúng em đã gặp khó khắn với khổ giấy nhỏ , mô hình thì lớn và phức tạp .",0.0,3
giảng quá nhiều không đánh vào trọng tâm .,0.0,0
"em không muốn nói gì nhưng mong thầy xem lại cách đánh giá sinh viên để công bằng hơn , cái sinh viên không biết không phải chỉ ở cúp tiết mà còn ở cách giảng dạy , truyền đạt ở giảng viên , ví dụ như cô wzjwz324 , rất dễ hiểu , tận tâm .",0.0,0
cô có nhiều hình thức giảng dạy hay .,2.0,0
hơi khó .,0.0,0
thầy đi trễ .,0.0,0
giảng tốt .,2.0,0
nói mở rộng nhiều vấn đề về môn học .,2.0,0
cần tăng cường nội dung nghe và nói để sinh viên giao tiếp tốt hơn bằng tiếng anh .,0.0,1
giảng viên tạo điều kiện làm nhiều bài tập .,0.0,0
hỗ trợ thêm về các thiết bị dạy và học .,0.0,2
ít giải bài tập trên lớp .,0.0,0
chia sẻ .,1.0,1
bám sát nội dung chính .,2.0,1
cần thêm các đoạn code cho các giải thuật bổ sung các phương pháp để giải quyết các bài toán liệt kê .,0.0,1
thông tin đầy đủ về bài tập và các nguồn tham khảo .,2.0,1
"cô tận tâm , nhiệt tình , phương pháp dạy dễ hiểu .",2.0,0
"thầy giảng rất dễ hiểu và thú vị , thu hút .",2.0,0
hướng dẫn chi tiết về cách thực hành .,2.0,0
"giảng viên chỉ cho đồ án và giải đáp các yêu cầu đồ án , không cung cấp tài liệu hay hướng dẫn cơ bản , sinh viên tự tìm hiểu với lý do là hệ tài năng nên cần tự xoay sở .",0.0,0
"môn học toàn kiến thức mới mẻ , giảng viên nên giảng chi tiết hơn .",0.0,0
"đến khi cuối kỳ , chỉ cần sinh viên mắc một sai sót nhỏ thì sẽ rớt môn .",0.0,1
"cần thay đổi cách dạy và nội dung học của phần thực hành , các bài thực hành hiện tại của môn mạng máy tính chưa đảm bảo hiệu quả .",0.0,1
"thầy dạy hay , tận tình góp ý từng bài .",2.0,0
"cơ sở vật chất , phỏng máy không đủ phích cắm cho dụng cụ thực hành và số lượng sinh viên , máy còn tiềm ẩn nhiều virus .",0.0,2
"trên lớp lý thuyết giảng viên yêu cầu sinh viên phải thực hiện đồ án theo những gì mình hướng dẫn , những nhóm sinh viên bổ sung thêm những liên hệ thực tiễn đều bị cho là sai , không phù hợp với đồ án .",0.0,1
thầy giảng bài hay và hiệu quả !,2.0,0
giảng viên nhiệt tình vui vẻ .,2.0,0
phòng học nên có rèm che sáng để khi chiếu slide được nhìn rõ hơn .,0.0,2
"chương trình dạy lý thuyết và thực hành nên khớp với nhau hơn , tránh tình trạng thực hành trước khi học lý thuyết .",0.0,0
"thầy giảng dạy nhiệt tình , dễ hiểu .",2.0,0
mong giảng viên ngày càng chấn chỉnh việc dạy học để các khoá sau được hiểu tốt hơn .,0.0,0
"thầy dạy rất có tâm , và giảng cho sinh viên rất nhiều thứ !",2.0,0
"nội dung khảo sat quá dài , nhiều mục lặp đi lặp lại , nhiều bạn khảo sát mà không cần đọc , toàn tích chàn .",0.0,1
dạy tốt và rất nhiệt tình chỉ dạy hoc sinh .,2.0,0
"nhiệt tình , tân tâm .",2.0,0
"nhưng học mới thấy kiến thức thầy dạy rất hay , bám sát thực tế , thầy dạy rất nhiệt tình , vui vẻ , khác với mọi người nói .",2.0,0
bài tập rất hay .,2.0,1
thầy cô cần cho nhiều dạng bài tập sát với đề thi hơn .,0.0,0
"thầy giảng hay nhưng nên tự tin hơn , nói to hơn để học sinh hiểu bài một cách rõ ràng hơn .",2.0,0
"mong thầy vui tính , gần gũi với sinh viên hơn .",2.0,0
"giáo viên vui tính , hòa đồng , nhiệt tình .",2.0,0
cung cấp kiến thức trọng tâm .,2.0,1
cố gắng truyền đạt một cách tốt nhất để sinh viên được hiểu .,2.0,0
giọng của giảng viên nhỏ dù đã sử dụng micro .,0.0,0
"dù phương pháp học tập này khá hiệu quả nhưng vẫn có chút nào đó nghi ngờ từ phần thuyết trình của các bạn , liệu các kiến thức đó có chuẩn xác và cập nhật chưa .",1.0,1
giáo viên có phong cách giảng dạy nghiêm túc .,2.0,0
"cô rất vui tính nà , không khí lớp lúc nào cũng vui hết , cô dạy rất hay , dễ hiểu !",2.0,0
"giảng viên giảng dạy rất tốt , thường xuyên cung cấp thêm nhiều kiến thức .",2.0,0
"thầy luôn nhiệt tình , có những chia sẻ rất gần gũi với sinh viên .",2.0,0
có khả năng truyền đạt tốt .,2.0,0
thậm chí còn không có bài nào khó bằng các bài trong nội dung của lớp chuyên tin ở các trường cấp 3 .,0.0,1
thầy dạy tận tụy và tâm huyết .,2.0,0
thầy nên có cách dạy mới cho môn học này để được kết quả tốt cho tất cả mọi người thay vì để rớt rất nhiều người !,0.0,0
lịch thi thực hành cần được thông báo sớm tới sinh viên và phù hợp với thời gian môn học .,0.0,1
cô nên giảng kỹ và chi tiết từng bài vì nhiều bài đa số các bạn chưa hiểu thì cô lại giảng nhanh để chuyển qua bài khác .,0.0,0
dạy tốt đúng trọng tâm những gì cần biết .,2.0,0
"nhiệt tình , lên lớp đúng giờ , dạy dễ hiểu .",2.0,0
"nếu em buồn ngủ , dù lên lớp em vẫn sẽ ngủ , mà ngủ ở trên lớp thì đau lưng và tê chân lắm .",0.0,3
cơ mà em học môn này em hiểu colonlove .,2.0,3
thiếu kinh nghiệm truyền đạt .,0.0,2
bài giảng thú vị .,2.0,1
em nghĩ nội dung thực hành nên gần với đồ án hơn .,0.0,1
thầy nhiệt huyết và giảng bao quát đề cập đến nhiều khía cạnh của bài học vấn đề .,2.0,0
giảng viên giảng bài kỹ .,2.0,0
"hệ thống đồ án chấm điểm theo mức độ hoàn thành của sinh viên , tạo sự ganh đua không hề nhẹ với những nhóm làm chung đồ án , kích thích sáng tạo không ngừng tìm hiểu xây dựng thêm chức năng mới cho đồ án nếu muốn được điểm cao .",2.0,1
"nhiệt tình , tâm huyết .",2.0,0
ít chú trọng phần ngữ pháp .,0.0,1
"giảng viên còn chưa tận tâm , phong cách giảng dạy chưa thu hút được sinh viên .",0.0,0
"giảng rất dễ hiểu , hướng dẫn làm thực hành tốt .",2.0,0
"thầy dạy rất nhiệt tình , khi dạy thầy luôn đi tới từng sinh viên để hướng dẫn .",2.0,0
giảng viên nhiệt tình trong giảng dạy và chấm điểm .,2.0,0
"cách truyền đạt kiến thức đối với em là rất hiệu quả , trao đổi bài với sinh viên , cô rất nhiệt tình !",2.0,0
"giảng dạy hay , dễ hiểu , tận tình .",2.0,0
"kiến thức rộng , kinh nghiệm thực tế nhiều , truyền cảm hứng cho sinh viên .",2.0,0
cách dạy sáng tạo .,2.0,0
giảng bài dễ tiếp thu .,2.0,0
em rất hài lòng với cô .,2.0,0
"thầy dạy dễ hiểu , sinh động .",2.0,0
cô chưa nắm bắt được thực trạng học của sinh viên .,0.0,0
ảnh hưởng đến tiến độ học tập và quỹ thời gian của sinh viên ( do học bù ) .,0.0,0
cô giảng bài dễ hiểu .,2.0,0
điều em hài lòng nhất đó là thầy đi rất đúng giờ và không dạy quá nhanh .,2.0,0
nên có giáo trình thống nhất cho tất cả các lớp và học kỳ học .,0.0,1
em nghĩ cần có các bài tập lớn để nâng cao khả năng lập trình của các sinh viên .,0.0,1
rất nhiệt tình với sinh viên .,2.0,0
"giảng viên có phương pháp giảng dạy hay , cập nhật , phù hợp với sinh viên .",2.0,0
giảng dạy tốt và có tâm .,2.0,0
dạy lý thuyết hơi nhiều .,0.0,0
giảng viên chấm bài quy chụp theo kết quả .,1.0,0
"thời lượng môn học quá dài , sinh viên cảm thấy mệt mỏi .",0.0,1
giảng viên vui tính dễ tương tác với sinh viên .,2.0,0
"nhiệt tình hay giúp đỡ sinh viên khi không biết , cho nhiều bài tập .",2.0,0
"thầy cho điểm phần nào còn theo cảm tính , chưa được công bằng .",0.0,0
thầy giảng dạy rất nhiệt tình .,2.0,0
"thầy nhiệt tình , bài giảng phong phú đa dạng .",2.0,0
không có gì đặc biệt .,1.0,3
"mỗi tháng chỉ gặp giảng viên một lần rất khó cho việc học hỏi , hướng dẫn từ giáo viên .",0.0,0
